@RELATION LNCRNAsequence

@ATTRIBUTE	1	NUMERIC
@ATTRIBUTE	2	NUMERIC
@ATTRIBUTE	3	NUMERIC
@ATTRIBUTE	4	NUMERIC
@ATTRIBUTE	5	NUMERIC
@ATTRIBUTE	6	NUMERIC
@ATTRIBUTE	7	NUMERIC
@ATTRIBUTE	8	NUMERIC
@ATTRIBUTE	9	NUMERIC
@ATTRIBUTE	10	NUMERIC
@ATTRIBUTE class {+1,0.5}

@DATA
63.999840,28.260000,-0.150000,188.400000,1.610752,13.604067,36.314246,26.775903,5.600000,8.120000,0.5
60.999849,28.290000,-0.210000,134.714286,1.691764,12.992026,34.899256,25.922714,5.360000,7.471250,0.5
60.999849,28.410000,-0.240000,118.375000,1.698940,13.036724,35.042565,26.006311,5.240000,7.351250,0.5
60.999849,28.200000,-4.080000,6.911765,1.686381,17.829257,51.263213,35.468356,-10.120000,-8.008750,0.5
59.999852,27.900000,-4.080000,6.838235,1.696249,17.465304,50.383848,34.946134,-10.120000,-8.145000,0.5
59.999852,27.330000,-4.080000,6.698529,1.661594,17.465304,50.383848,34.946134,-10.120000,-8.145000,0.5
59.999852,27.060000,-4.080000,6.632353,1.645179,17.465304,50.383848,34.946134,-10.120000,-8.145000,0.5
59.999852,26.550000,-4.080000,6.507353,1.614172,17.465304,50.383848,34.946134,-10.120000,-8.145000,0.5
59.999852,26.280000,-4.080000,6.441176,1.597757,17.465304,50.383848,34.946134,-10.120000,-8.145000,0.5
59.999852,25.740000,-4.110000,6.262774,1.564926,17.494448,50.491605,35.008992,-10.240000,-8.265000,0.5
59.999852,25.470000,-4.080000,6.242647,1.548511,17.465304,50.383848,34.946134,-10.120000,-8.145000,0.5
54.999864,24.900000,-4.050000,6.148148,1.651480,15.669715,45.890913,32.278959,-10.000000,-8.706250,0.5
54.999864,24.630000,-4.080000,6.036765,1.633572,15.693763,45.987023,32.335023,-10.120000,-8.826250,0.5
54.999864,24.120000,-4.050000,5.955556,1.599746,15.669715,45.890913,32.278959,-10.000000,-8.706250,0.5
52.999868,23.850000,-4.080000,5.845588,1.641531,15.007652,44.228292,31.290578,-10.120000,-9.098750,0.5
52.999868,23.310000,-4.050000,5.755556,1.604364,14.985687,44.136944,31.237292,-10.000000,-8.978750,0.5
52.999868,23.010000,-4.050000,5.681481,1.583716,14.985687,44.136944,31.237292,-10.000000,-8.978750,0.5
52.999868,22.470000,-4.050000,5.548148,1.546549,14.985687,44.136944,31.237292,-10.000000,-8.978750,0.5
52.999868,22.200000,-4.050000,5.481481,1.527966,14.985687,44.136944,31.237292,-10.000000,-8.978750,0.5
52.999868,21.630000,-3.990000,5.421053,1.488734,14.941421,43.953478,31.130269,-9.760000,-8.738750,0.5
52.999868,21.360000,-3.900000,5.476923,1.470151,14.874177,43.676349,30.968611,-9.400000,-8.378750,0.5
46.999883,20.820000,-3.810000,5.464567,1.615918,12.880998,38.249287,27.747269,-9.040000,-8.836250,0.5
46.999883,20.310000,-3.660000,5.549180,1.576335,12.796237,37.849835,27.514256,-8.440000,-8.236250,0.5
46.999883,20.070000,-3.600000,5.575000,1.557708,12.761546,37.688254,27.420000,-8.200000,-7.996250,0.5
43.999890,19.590000,-3.450000,5.678261,1.624121,11.791289,34.791706,25.702569,-7.600000,-7.805000,0.5
43.999890,19.350000,-3.360000,5.758929,1.604223,11.746095,34.564977,25.570311,-7.240000,-7.445000,0.5
43.999890,18.900000,-3.180000,5.943396,1.566916,11.652670,34.104577,25.301744,-6.520000,-6.725000,0.5
43.999890,18.690000,-3.090000,6.048544,1.549506,11.604439,33.870906,25.165436,-6.160000,-6.365000,0.5
43.999890,18.060000,-2.850000,6.336842,1.497275,11.470872,33.236468,24.795347,-5.200000,-5.405000,0.5
43.999890,17.640000,-2.730000,6.461538,1.462455,11.401389,32.913077,24.606702,-4.720000,-4.925000,0.5
39.999901,17.430000,-2.700000,6.455556,1.589549,10.357503,29.752223,22.725834,-4.600000,-5.350000,0.5
39.999901,17.070000,-2.550000,6.694118,1.556718,10.288388,29.388532,22.513681,-4.000000,-4.750000,0.5
39.999901,16.920000,-2.490000,6.795181,1.543039,10.259955,29.241256,22.427770,-3.760000,-4.510000,0.5
37.999905,16.590000,-2.370000,7.000000,1.592573,9.730827,27.456316,21.368036,-3.280000,-4.302500,0.5
37.999905,16.440000,-2.310000,7.116883,1.578174,9.705211,27.315477,21.285880,-3.040000,-4.062500,0.5
37.999905,16.170000,-2.220000,7.283784,1.552255,9.665942,27.102292,21.161522,-2.680000,-3.702500,0.5
37.999905,16.020000,-2.190000,7.315068,1.537855,9.652627,27.030716,21.119769,-2.560000,-3.582500,0.5
37.999905,15.750000,-2.100000,7.500000,1.511936,9.612009,26.814444,20.993611,-2.200000,-3.222500,0.5
37.999905,15.480000,-2.040000,7.588235,1.486017,9.584367,26.668977,20.908755,-1.960000,-2.982500,0.5
37.999905,15.360000,-2.010000,7.641791,1.474498,9.570377,26.595858,20.866103,-1.840000,-2.862500,0.5
33.999916,14.970000,-1.860000,8.048387,1.606125,8.666335,23.413708,18.972811,-1.240000,-2.807500,0.5
33.999916,14.700000,-1.770000,8.305085,1.577157,8.634504,23.217523,18.858370,-0.880000,-2.447500,0.5
31.999920,14.580000,-1.740000,8.379310,1.662050,8.235088,21.764311,17.992144,-0.760000,-2.600000,0.5
31.999920,14.370000,-1.650000,8.709091,1.638111,8.208156,21.579325,17.884236,-0.400000,-2.240000,0.5
31.999920,14.280000,-1.590000,8.981132,1.627851,8.189640,21.454716,17.811547,-0.160000,-2.000000,0.5
31.999920,13.800000,-1.500000,9.200000,1.573134,8.161021,21.265873,17.701389,0.200000,-1.640000,0.5
31.999920,13.710000,-1.470000,9.326531,1.562874,8.151256,21.202411,17.664369,0.320000,-1.520000,0.5
31.999920,13.590000,-1.350000,10.066667,1.549195,8.111073,20.945992,17.514792,0.800000,-1.040000,0.5
31.999920,13.530000,-1.290000,10.488372,1.542355,8.090306,20.816240,17.439103,1.040000,-0.800000,0.5
27.999930,13.410000,-1.140000,11.763158,1.747058,7.381174,17.903231,15.702811,1.640000,-0.745000,0.5
27.999930,13.380000,-1.110000,12.054054,1.743149,7.374226,17.846208,15.669547,1.760000,-0.625000,0.5
27.999930,13.260000,-0.990000,13.393939,1.727516,7.345309,17.615541,15.534991,2.240000,-0.145000,0.5
26.999933,13.200000,-0.960000,13.750000,1.783392,7.188275,16.925486,15.123200,2.360000,-0.161250,0.5
26.999933,13.080000,-0.930000,14.064516,1.767179,7.181694,16.869300,15.090425,2.480000,-0.041250,0.5
26.999933,13.020000,-0.930000,14.000000,1.759073,7.181694,16.869300,15.090425,2.480000,-0.041250,0.5
26.999933,12.900000,-0.930000,13.870968,1.742860,7.181694,16.869300,15.090425,2.480000,-0.041250,0.5
26.999933,12.840000,-0.930000,13.806452,1.734754,7.181694,16.869300,15.090425,2.480000,-0.041250,0.5
26.999933,12.720000,-0.930000,13.677419,1.718541,7.181694,16.869300,15.090425,2.480000,-0.041250,0.5
26.999933,12.600000,-0.960000,13.125000,1.702328,7.188275,16.925486,15.123200,2.360000,-0.161250,0.5
25.999935,12.540000,-0.990000,12.666667,1.759384,7.047393,16.347287,14.776658,2.240000,-0.417500,0.5
25.999935,12.420000,-1.020000,12.176471,1.742548,7.052708,16.400578,14.807744,2.120000,-0.537500,0.5
25.999935,12.330000,-1.020000,12.088235,1.729921,7.052708,16.400578,14.807744,2.120000,-0.537500,0.5
24.999938,12.210000,-1.110000,11.000000,1.781608,6.919674,15.915256,14.515381,1.760000,-1.033750,0.5
24.999938,12.120000,-1.200000,10.100000,1.768476,6.930805,16.064127,14.602222,1.400000,-1.393750,0.5
24.999938,11.970000,-1.350000,8.866667,1.746589,6.947107,16.307103,14.743958,0.800000,-1.993750,0.5
24.999938,11.910000,-1.410000,8.446809,1.737834,6.952841,16.402494,14.799603,0.560000,-2.233750,0.5
24.999938,11.730000,-1.590000,7.377358,1.711570,6.967341,16.682494,14.962936,-0.160000,-2.953750,0.5
24.999938,11.610000,-1.710000,6.789474,1.694060,6.974757,16.864018,15.068825,-0.640000,-3.433750,0.5
24.999938,11.370000,-1.830000,6.213115,1.659041,6.980374,17.041427,15.172314,-1.120000,-3.913750,0.5
23.999941,11.220000,-1.890000,5.936508,1.705368,6.810336,16.423034,14.802325,-1.360000,-4.290000,0.5
23.999941,10.980000,-2.040000,5.382353,1.668890,6.808493,16.624534,14.919867,-1.960000,-4.890000,0.5
23.999941,10.860000,-2.130000,5.098592,1.650650,6.806036,16.742348,14.988592,-2.320000,-5.250000,0.5
23.999941,10.590000,-2.310000,4.584416,1.609612,6.798086,16.971034,15.121992,-3.040000,-5.970000,0.5
23.999941,10.440000,-2.400000,4.350000,1.586813,6.792593,17.081905,15.186667,-3.400000,-6.330000,0.5
23.999941,10.140000,-2.610000,3.885057,1.541215,6.775836,17.331605,15.332325,-4.240000,-7.170000,0.5
23.999941,9.810000,-2.850000,3.442105,1.491057,6.749936,17.601548,15.489792,-5.200000,-8.130000,0.5
23.999941,9.600000,-2.970000,3.232323,1.459139,6.734286,17.730348,15.564925,-5.680000,-8.610000,+1
23.999941,9.150000,-3.120000,2.932692,1.390741,6.712193,17.885562,15.655467,-6.280000,-9.210000,+1
23.999941,8.940000,-3.150000,2.838095,1.358823,6.707436,17.915834,15.673125,-6.400000,-9.330000,+1
24.999938,8.490000,-3.240000,2.620370,1.238809,6.911538,18.817803,16.208533,-6.760000,-9.553750,+1
24.999938,8.280000,-3.330000,2.486486,1.208167,6.898707,18.911903,16.263425,-7.120000,-9.913750,+1
24.999938,7.830000,-3.510000,2.230769,1.142505,6.870007,19.093161,16.369158,-7.840000,-10.633750,+1
24.999938,7.590000,-3.600000,2.108333,1.107486,6.854138,19.180318,16.420000,-8.200000,-10.993750,+1
24.999938,7.110000,-3.810000,1.866142,1.037448,6.813174,19.374684,16.533381,-9.040000,-11.833750,+1
24.999938,6.840000,-3.900000,1.753846,0.998051,6.793930,19.454127,16.579722,-9.400000,-12.193750,+1
24.999938,6.300000,-4.080000,1.544118,0.919257,6.752405,19.606070,16.668356,-10.120000,-12.913750,+1
24.999938,6.030000,-4.140000,1.456522,0.879861,6.737663,19.654661,16.696700,-10.360000,-13.153750,+1
24.999938,5.460000,-4.290000,1.272727,0.796690,6.698841,19.771637,16.764936,-10.960000,-13.753750,+1
24.999938,5.160000,-4.350000,1.186207,0.752915,6.682524,19.816627,16.791181,-11.200000,-13.993750,+1
20.999948,4.530000,-4.290000,1.055944,0.786893,5.696114,16.187509,14.637158,-10.960000,-14.298750,+1
20.999948,3.720000,-3.690000,1.008130,0.646190,5.917864,15.871509,14.452825,-8.560000,-11.898750,+1
15.999960,3.480000,-3.420000,1.017544,0.793407,4.972942,11.560832,11.891967,-7.480000,-11.500000,+1
15.999960,3.060000,-2.880000,1.062500,0.697651,5.209567,11.361117,11.775467,-5.320000,-9.340000,+1
15.999960,2.700000,-2.310000,1.168831,0.615574,5.419794,11.059922,11.599769,-3.040000,-7.060000,+1
15.999960,2.550000,-1.980000,1.287879,0.581376,5.522942,10.843117,11.473300,-1.720000,-5.740000,+1
15.999960,2.310000,-1.500000,1.540000,0.526658,5.648675,10.472222,11.256944,0.200000,-3.820000,+1
15.999960,2.220000,-1.290000,1.720930,0.506139,5.694627,10.289255,11.150214,1.040000,-2.980000,+1
15.999960,2.100000,-0.900000,2.333333,0.478780,5.765342,9.916032,10.932500,2.600000,-1.420000,+1
3.999990,2.040000,-0.750000,2.720000,1.860401,4.755842,2.379961,6.425347,3.200000,-2.455000,+1
3.999990,1.950000,-0.450000,4.333333,1.778325,4.916675,2.336151,6.399792,4.400000,-1.255000,+1
3.999990,1.950000,-0.390000,5.000000,1.778325,4.947492,2.324303,6.392881,4.640000,-1.015000,+1
2.999993,1.920000,-0.210000,9.142857,2.334621,4.990920,1.710367,6.025492,5.360000,-0.431250,+1
2.999993,1.890000,-0.120000,15.750000,2.298143,5.037401,1.693181,6.015467,5.720000,-0.071250,+1
2.999993,1.920000,0.090000,-21.333333,2.334621,5.141920,1.644081,5.986825,6.560000,0.768750,+1
2.999993,1.920000,0.150000,-12.800000,2.334621,5.170770,1.627738,5.977292,6.800000,1.008750,+1
2.999993,1.890000,0.090000,-21.000000,2.298143,5.141920,1.644081,5.986825,6.560000,0.768750,+1
2.999993,1.920000,0.030000,-64.000000,2.334621,5.112620,1.659396,5.995759,6.320000,0.528750,+1
2.999993,2.100000,0.090000,-23.333333,2.553492,5.141920,1.644081,5.986825,6.560000,0.768750,+1
2.999993,2.100000,0.150000,-14.000000,2.553492,5.170770,1.627738,5.977292,6.800000,1.008750,+1
2.999993,2.220000,0.120000,-18.500000,2.699406,5.156401,1.636038,5.982134,6.680000,0.888750,+1
2.999993,2.220000,0.180000,-12.333333,2.699406,5.185026,1.619181,5.972300,6.920000,1.128750,+1
3.999990,9.450000,5.040000,-1.875000,8.618036,5.873231,-3.006578,3.283200,26.360000,20.705000,0.5
3.999990,10.170000,5.130000,-1.982456,9.274649,5.857525,-3.165906,3.190258,26.720000,21.065000,0.5
3.999990,10.500000,5.160000,-2.034884,9.575596,5.852065,-3.219530,3.158978,26.840000,21.185000,0.5
3.999990,11.160000,5.250000,-2.125714,10.177491,5.835008,-3.381944,3.064236,27.200000,21.545000,0.5
6.999982,11.550000,5.310000,-2.175141,6.018947,5.406331,-3.089125,3.262825,27.440000,22.193750,0.5
6.999982,12.270000,5.280000,-2.323864,6.394154,5.415479,-3.027073,3.299022,27.320000,22.073750,0.5
6.999982,13.020000,5.280000,-2.465909,6.784995,5.415479,-3.027073,3.299022,27.320000,22.073750,0.5
8.999978,13.380000,5.250000,-2.548571,5.423131,5.166927,-2.687500,3.515625,27.200000,22.226250,0.5
8.999978,14.100000,5.220000,-2.701149,5.714959,5.177933,-2.621200,3.554300,27.080000,22.106250,0.5
8.999978,14.460000,5.190000,-2.786127,5.860873,5.188827,-2.555157,3.592825,26.960000,21.986250,0.5
10.999972,15.180000,5.160000,-2.941860,5.034028,4.961131,-2.197308,3.820089,26.840000,22.138750,0.5
10.999972,15.510000,5.130000,-3.023392,5.143464,4.973883,-2.127017,3.861092,26.720000,22.018750,0.5
10.999972,16.200000,5.100000,-3.176471,5.372283,4.986523,-2.056984,3.901944,26.600000,21.898750,0.5
10.999972,16.530000,5.040000,-3.279762,5.481718,5.011464,-1.917689,3.983200,26.360000,21.658750,0.5
13.999966,17.520000,4.740000,-3.696203,4.565019,4.839569,-0.698546,4.722145,25.160000,20.867500,0.5
13.999966,18.210000,4.440000,-4.101351,4.744806,4.977528,0.028216,5.146089,23.960000,19.667500,0.5
15.999960,18.480000,4.410000,-4.190476,4.213263,4.836461,0.510589,5.445992,23.840000,19.820000,0.5
15.999960,19.140000,4.020000,-4.761194,4.363736,5.024609,1.475498,6.008856,22.280000,18.260000,0.5
15.999960,19.440000,3.870000,-5.023256,4.432133,5.091911,1.835046,6.218592,21.680000,17.660000,0.5
17.999955,19.950000,3.750000,-5.320000,4.043030,5.048177,2.633928,6.703125,21.200000,17.452500,0.5
17.999955,20.190000,3.750000,-5.384000,4.091668,5.048177,2.633928,6.703125,21.200000,17.452500,0.5
17.999955,20.730000,3.780000,-5.484127,4.201103,5.033308,2.558800,6.659300,21.320000,17.572500,0.5
17.999955,21.300000,3.750000,-5.680000,4.316618,5.048177,2.633928,6.703125,21.200000,17.452500,0.5
19.999951,21.570000,3.630000,-5.942149,3.934202,5.032170,3.466792,7.207481,20.720000,17.245000,0.5
19.999951,22.050000,3.570000,-6.176471,4.021751,5.064837,3.623745,7.299036,20.480000,17.005000,0.5
19.999951,22.260000,3.570000,-6.235294,4.060053,5.064837,3.623745,7.299036,20.480000,17.005000,0.5
21.999945,22.710000,3.570000,-6.361345,3.765572,5.007507,4.168189,7.635147,20.480000,17.277500,0.5
21.999945,22.950000,3.600000,-6.375000,3.805367,4.989146,4.085079,7.586667,20.600000,17.397500,0.5
21.999945,23.430000,3.630000,-6.454545,3.884956,4.970673,4.001713,7.538036,20.720000,17.517500,0.5
22.999942,23.670000,3.630000,-6.520661,3.754110,4.944747,4.269173,7.703314,20.720000,17.653750,0.5
22.999942,24.240000,3.630000,-6.677686,3.844513,4.944747,4.269173,7.703314,20.720000,17.653750,0.5
22.999942,24.480000,3.660000,-6.688525,3.882578,4.925120,4.183168,7.653144,20.840000,17.773750,0.5
22.999942,25.050000,3.720000,-6.733871,3.972981,4.885529,4.010387,7.552355,21.080000,18.013750,0.5
22.999942,25.320000,3.690000,-6.861789,4.015803,4.905381,4.096906,7.602825,20.960000,17.893750,0.5
22.999942,26.100000,3.720000,-7.016129,4.139513,4.885529,4.010387,7.552355,21.080000,18.013750,0.5
26.999933,26.640000,3.750000,-7.104000,3.599208,4.777344,4.955357,8.140625,21.200000,18.678750,0.5
26.999933,26.670000,3.780000,-7.055556,3.603262,4.753100,4.858800,8.084300,21.320000,18.798750,0.5
26.999933,27.270000,3.780000,-7.214286,3.684325,4.753100,4.858800,8.084300,21.320000,18.798750,0.5
28.999929,27.570000,3.780000,-7.293651,3.467970,4.726197,5.369911,8.400967,21.320000,19.071250,0.5
28.999929,28.110000,3.810000,-7.377953,3.535895,4.699757,5.268335,8.341714,21.440000,19.191250,0.5
28.999929,28.380000,3.810000,-7.448819,3.569858,4.699757,5.268335,8.341714,21.440000,19.191250,0.5
28.999929,28.950000,3.840000,-7.539063,3.641557,4.673205,5.166502,8.282311,21.560000,19.311250,0.5
30.999923,29.250000,3.840000,-7.617188,3.441920,4.654995,5.668089,8.593422,21.560000,19.583750,0.5
30.999923,29.850000,3.840000,-7.773438,3.512523,4.654995,5.668089,8.593422,21.560000,19.583750,0.5
30.999923,30.360000,3.810000,-7.968504,3.572536,4.683631,5.774684,8.655603,21.440000,19.463750,0.5
32.999917,30.630000,3.810000,-8.039370,3.385865,4.680364,6.281033,8.969492,21.440000,19.736250,0.5
32.999917,31.170000,3.810000,-8.181102,3.445557,4.680364,6.281033,8.969492,21.440000,19.736250,0.5
34.999913,31.980000,3.780000,-8.460317,3.333089,4.722647,6.903245,9.350967,21.320000,19.888750,0.5
34.999913,32.250000,3.750000,-8.600000,3.361230,4.755224,7.018849,9.418403,21.200000,19.768750,0.5
34.999913,32.730000,3.720000,-8.798387,3.411257,4.787689,7.134197,9.485689,21.080000,19.648750,0.5
34.999913,32.940000,3.690000,-8.926829,3.433145,4.820041,7.249287,9.552825,20.960000,19.528750,0.5
36.999908,33.420000,3.690000,-9.056911,3.294893,4.850828,7.774684,9.877825,20.960000,19.801250,0.5
36.999908,33.690000,3.690000,-9.130081,3.321512,4.850828,7.774684,9.877825,20.960000,19.801250,0.5
36.999908,34.230000,3.720000,-9.201613,3.374751,4.816393,7.654832,9.807911,21.080000,19.921250,0.5
38.999902,34.530000,3.720000,-9.282258,3.229747,4.857956,8.175466,10.130133,21.080000,20.193750,0.5
