@RELATION LNCRNAsequence

@ATTRIBUTE	1	NUMERIC
@ATTRIBUTE	2	NUMERIC
@ATTRIBUTE	3	NUMERIC
@ATTRIBUTE	4	NUMERIC
@ATTRIBUTE	5	NUMERIC
@ATTRIBUTE class {+1,0.5}

@DATA
84.999788,17.610000,-0.180000,97.833333,0.755748,0.5
84.999788,17.700000,-0.150000,118.000000,0.759610,0.5
84.999788,18.150000,-0.120000,151.250000,0.778923,0.5
82.999794,11.190000,0.060000,-186.500000,0.491800,0.5
82.999794,11.220000,0.060000,-187.000000,0.493119,0.5
82.999794,11.520000,0.060000,-192.000000,0.506303,0.5
82.999794,11.580000,0.060000,-193.000000,0.508940,0.5
81.999797,11.490000,0.060000,-191.500000,0.511143,0.5
81.999797,11.490000,0.060000,-191.500000,0.511143,0.5
81.999797,11.490000,0.060000,-191.500000,0.511143,0.5
81.999797,11.490000,0.060000,-191.500000,0.511143,0.5
81.999797,11.490000,0.060000,-191.500000,0.511143,0.5
81.999797,11.490000,0.060000,-191.500000,0.511143,0.5
81.999797,11.490000,0.060000,-191.500000,0.511143,0.5
81.999797,11.430000,-0.030000,381.000000,0.508474,0.5
81.999797,11.430000,-0.060000,190.500000,0.508474,0.5
81.999797,11.760000,-0.150000,78.400000,0.523155,0.5
82.999794,11.760000,-0.180000,65.333333,0.516851,0.5
82.999794,12.090000,-0.240000,50.375000,0.531355,0.5
82.999794,12.090000,-0.270000,44.777778,0.531355,0.5
82.999794,12.060000,-0.360000,33.500000,0.530036,0.5
82.999794,12.390000,-0.390000,31.769231,0.544540,0.5
82.999794,12.360000,-0.450000,27.466667,0.543221,0.5
83.999791,12.300000,-0.510000,24.117647,0.534149,0.5
83.999791,12.270000,-0.540000,22.722222,0.532846,0.5
83.999791,12.180000,-0.600000,20.300000,0.528938,0.5
83.999791,12.150000,-0.630000,19.285714,0.527635,0.5
83.999791,12.060000,-0.690000,17.478261,0.523727,0.5
83.999791,12.030000,-0.720000,16.708333,0.522424,0.5
83.999791,59.940000,1.470000,-40.775510,2.602999,0.5
84.999788,60.120000,1.470000,-40.897959,2.580100,0.5
84.999788,16.980000,-0.870000,19.517241,0.728711,0.5
84.999788,16.890000,-0.900000,18.766667,0.724849,0.5
84.999788,16.770000,-0.930000,18.032258,0.719699,0.5
84.999788,16.710000,-0.960000,17.406250,0.717124,0.5
84.999788,16.590000,-0.960000,17.281250,0.711974,0.5
84.999788,16.560000,-0.930000,17.806452,0.710686,0.5
83.999791,16.470000,-0.930000,17.709677,0.715238,0.5
83.999791,16.410000,-0.900000,18.233333,0.712633,0.5
83.999791,16.290000,-0.900000,18.100000,0.707422,0.5
83.999791,16.260000,-0.900000,18.066667,0.706119,0.5
83.999791,16.140000,-0.870000,18.551724,0.700908,0.5
83.999791,16.080000,-0.870000,18.482759,0.698302,0.5
83.999791,15.990000,-0.810000,19.740741,0.694394,0.5
83.999791,15.900000,-0.780000,20.384615,0.690485,0.5
83.999791,15.840000,-0.780000,20.307692,0.687880,0.5
83.999791,15.750000,-0.720000,21.875000,0.683971,0.5
82.999794,15.720000,-0.690000,22.782609,0.690893,0.5
82.999794,15.630000,-0.660000,23.681818,0.686938,0.5
82.999794,15.600000,-0.630000,24.761905,0.685619,0.5
